sp,press,z,press_lat
Boli_vitr,1,-1.33,187.576
Boli_vitr,1,-0.95,221.505
Boli_vitr,1,-0.57,232.858
Boli_vitr,1,-0.19,261.834
Boli_vitr,1,0.19,261.357
Boli_vitr,1,0.57,251.677
Boli_vitr,1,0.95,224.516
Boli_vitr,1,1.33,191.552
Boli_vitr,1,1.71,155.49
Boli_vitr,1,2.09,130.62
Boli_vitr,1,2.47,95.775
Boli_vitr,1,2.85,51.364
Boli_vitr,1,3.23,13.394
Boli_vitr,1,3.61,-6.516
Boli_vitr,1,3.99,-27.148
Boli_vitr,1,4.37,-42.663
Boli_vitr,1,4.75,-29.707
Boli_vitr,1,5.13,-26.734
Boli_vitr,1,5.51,-32.837
Boli_vitr,1,5.89,-31.085
Boli_vitr,1,6.27,-10.258
Boli_vitr,1,6.65,3.209
Boli_vitr,1,7.03,-1.517
Boli_vitr,1,7.41,1.29
Boli_vitr,1,7.79,25.164
Boli_vitr,1,8.17,22.043
Boli_vitr,1,8.55,39.251
Boli_vitr,1,8.93,32.146
Boli_vitr,1,9.31,30.448
Boli_vitr,1,9.69,25.719
Boli_vitr,1,10.07,16.114
Boli_vitr,1,10.45,-10.559
Boli_vitr,1,10.83,-25.216
Boli_vitr,1,11.21,-27.277
Boli_vitr,1,11.59,-40.083
Boli_vitr,1,11.97,-30.778
Boli_vitr,1,12.35,-38.37
Boli_vitr,1,12.73,-27.119
Boli_vitr,1,13.11,-52.406
Boli_vitr,1,13.49,-33.25
Boli_vitr,1,13.87,-17.802
Boli_vitr,1,14.25,-25.669
Boli_vitr,1,14.63,-10.377
Boli_vitr,1,15.01,19.174
Boli_vitr,1,15.39,26.351
Boli_vitr,1,15.77,21.958
Boli_vitr,1,16.15,-6.74
Boli_vitr,1,16.53,-51.799
Boli_vitr,1,16.91,-78.856
Boli_vitr,1,17.29,-97.995
Boli_vitr,1,17.67,-151.392
Boli_vitr,1,18.05,-169.075
Boli_vitr,1,18.43,-161.751
Boli_vitr,1,18.81,-158.804
Boli_vitr,1,19.19,-137.626
Boli_vitr,1,19.57,-107.98
Boli_vitr,1,19.95,-106.236
Boli_vitr,1,20.33,-50.95
Boli_vitr,1,20.71,-37.257
Boli_vitr,1,21.09,-12.676
Boli_vitr,1,21.47,-58.4
Boli_vitr,1,21.85,16.053
Boli_vitr,1,22.23,-22.367
Boli_vitr,1,22.61,46.31
Boli_vitr,1,22.99,-3.604
Boli_vitr,1,23.37,9.626
Boli_vitr,1,23.75,-32.222
Boli_vitr,1,24.13,-4.24
Boli_vitr,1,24.51,-5.547
Boli_vitr,1,24.89,-35.791
Boli_vitr,1,25.27,-8.56
Boli_vitr,1,25.65,-30.753
Boli_vitr,1,26.03,4.976
Boli_vitr,1,26.41,-31.409
Boli_vitr,1,26.79,56.162
Boli_vitr,1,27.17,12.613
Boli_vitr,1,27.55,46.762
Boli_vitr,1,27.93,11.273
Boli_vitr,1,28.31,30.944
Boli_vitr,1,28.69,20.492
Boli_vitr,1,29.07,42.591
Boli_vitr,1,29.45,21.054
Boli_vitr,1,29.83,34.776
Boli_vitr,1,30.21,20.773
Boli_vitr,1,30.59,25.397
Boli_vitr,1,30.97,20.285
Boli_vitr,1,31.35,23.278
Boli_vitr,1,31.73,23.531
Boli_vitr,1,32.11,13.856
Boli_vitr,1,32.49,14.245
Boli_vitr,1,32.87,19.661
Boli_vitr,1,33.25,22.511
Boli_vitr,1,33.63,10.694
Boli_vitr,1,34.01,4.922
Boli_vitr,1,34.39,17.731
Boli_vitr,1,34.77,19.2
Boli_vitr,1,35.15,5.859
Boli_vitr,1,35.53,5.857
Boli_vitr,1,35.91,11.302
Boli_vitr,1,36.29,11.222
Boli_vitr,1,36.67,10.592
Boli_vitr,1,37.05,2.289
Boli_vitr,1,37.43,10.671
Boli_vitr,1,37.81,10.095
Boli_vitr,1000,-37.81,1008.19
Boli_vitr,1000,-37.43,1013.12
Boli_vitr,1000,-37.05,1015.64
Boli_vitr,1000,-36.67,1012.46
Boli_vitr,1000,-36.29,1010.46
Boli_vitr,1000,-35.91,1014.88
Boli_vitr,1000,-35.53,1017.69
Boli_vitr,1000,-35.15,1014.7
Boli_vitr,1000,-34.77,1012.84
Boli_vitr,1000,-34.39,1013.97
Boli_vitr,1000,-34.01,1009.4
Boli_vitr,1000,-33.63,1022.39
Boli_vitr,1000,-33.25,1016.54
Boli_vitr,1000,-32.87,1007.22
Boli_vitr,1000,-32.49,1016.49
Boli_vitr,1000,-32.11,1022.22
Boli_vitr,1000,-31.73,1019.81
Boli_vitr,1000,-31.35,1017.47
Boli_vitr,1000,-30.97,1024.51
Boli_vitr,1000,-30.59,1027.82
Boli_vitr,1000,-30.21,1022.11
Boli_vitr,1000,-29.83,1016.79
Boli_vitr,1000,-29.45,1021.7
Boli_vitr,1000,-29.07,1026.26
Boli_vitr,1000,-28.69,1022.31
Boli_vitr,1000,-28.31,1023.17
Boli_vitr,1000,-27.93,1010.8
Boli_vitr,1000,-27.55,1017.45
Boli_vitr,1000,-27.17,986.341
Boli_vitr,1000,-26.79,1040.93
Boli_vitr,1000,-26.41,880.833
Boli_vitr,1000,-26.03,1134.25
Boli_vitr,1000,-25.65,746.108
Boli_vitr,1000,-25.27,1303.61
Boli_vitr,1000,-24.89,715.491
Boli_vitr,1000,-24.51,1317.04
Boli_vitr,1000,-24.13,872.723
Boli_vitr,1000,-23.75,1013.01
Boli_vitr,1000,-23.37,1199.98
Boli_vitr,1000,-22.99,786.539
Boli_vitr,1000,-22.61,1355.94
Boli_vitr,1000,-22.23,728.154
Boli_vitr,1000,-21.85,966.565
Boli_vitr,1000,-21.47,822.774
Boli_vitr,1000,-21.09,1103.58
Boli_vitr,1000,-20.71,901.291
Boli_vitr,1000,-20.33,949.343
Boli_vitr,1000,-19.95,422.921
Boli_vitr,1000,-19.57,839.506
Boli_vitr,1000,-19.19,853.855
Boli_vitr,1000,-18.81,905.605
Boli_vitr,1000,-18.43,937.328
Boli_vitr,1000,-18.05,937.295
Boli_vitr,1000,-17.67,755.219
Boli_vitr,1000,-17.29,1042.05
Boli_vitr,1000,-16.91,1052.84
Boli_vitr,1000,-16.53,1068.03
Boli_vitr,1000,-16.15,1061.04
Boli_vitr,1000,-15.77,1033.69
Boli_vitr,1000,-15.39,1019.54
Boli_vitr,1000,-15.01,1011.49
Boli_vitr,1000,-14.63,1005.86
Boli_vitr,1000,-14.25,964.151
Boli_vitr,1000,-13.87,941.34
Boli_vitr,1000,-13.49,926.018
Boli_vitr,1000,-13.11,673.49
Boli_vitr,1000,-12.73,894.753
Boli_vitr,1000,-12.35,889.85
Boli_vitr,1000,-11.97,457.578
Boli_vitr,1000,-11.59,903.88
Boli_vitr,1000,-11.21,913.959
Boli_vitr,1000,-10.83,937.722
Boli_vitr,1000,-10.45,969.995
Boli_vitr,1000,-10.07,987.29
Boli_vitr,1000,-9.69,985.912
Boli_vitr,1000,-9.31,1009.72
Boli_vitr,1000,-8.93,1010.36
Boli_vitr,1000,-8.55,999.847
Boli_vitr,1000,-8.17,1002.69
Boli_vitr,1000,-7.79,989.045
Boli_vitr,1000,-7.41,965.69
Boli_vitr,1000,-7.03,968.524
Boli_vitr,1000,-6.65,965.018
Boli_vitr,1000,-6.27,939.665
Boli_vitr,1000,-5.89,713.632
Boli_vitr,1000,-5.51,948.706
Boli_vitr,1000,-5.13,930.358
Boli_vitr,1000,-4.75,932.813
Boli_vitr,1000,-4.37,703.025
Boli_vitr,1000,-3.99,463.484
Boli_vitr,1000,-3.61,956.632
Boli_vitr,1000,-3.23,991.409
Boli_vitr,1000,-2.85,1028.49
Boli_vitr,1000,-2.47,1059.3
Boli_vitr,1000,-2.09,1101.63
Boli_vitr,1000,-1.71,1148.84
Boli_vitr,1000,-1.33,1191.89
Boli_vitr,1000,-0.95,1226.71
Boli_vitr,1000,-0.57,1246.59
Boli_vitr,1000,-0.19,1267.12
Boli_vitr,1000,0.19,1252.82
Boli_vitr,1000,0.57,1221.8
Boli_vitr,1000,0.95,1205.84
Boli_vitr,1000,1.33,1175.1
Boli_vitr,1000,1.71,1127.1
Boli_vitr,1000,2.09,1090.66
Boli_vitr,1000,2.47,1046.66
Boli_vitr,1000,2.85,1001.95
Boli_vitr,1000,3.23,983.686
Boli_vitr,1000,3.61,968.031
Boli_vitr,1000,3.99,475.089
Boli_vitr,1000,4.37,697.339
Boli_vitr,1000,4.75,915.058
Boli_vitr,1000,5.13,908.567
Boli_vitr,1000,5.51,925.578
Boli_vitr,1000,5.89,720.977
Boli_vitr,1000,6.27,961.39
Boli_vitr,1000,6.65,971.861
Boli_vitr,1000,7.03,986.33
Boli_vitr,1000,7.41,1006.64
Boli_vitr,1000,7.79,1006.83
Boli_vitr,1000,8.17,1012.7
Boli_vitr,1000,8.55,1019.1
Boli_vitr,1000,8.93,1004.46
Boli_vitr,1000,9.31,991.017
Boli_vitr,1000,9.69,996.365
Boli_vitr,1000,10.07,970.146
Boli_vitr,1000,10.45,939.702
Boli_vitr,1000,10.83,927.152
Boli_vitr,1000,11.21,889.699
Boli_vitr,1000,11.59,883.532
Boli_vitr,1000,11.97,437.443
Boli_vitr,1000,12.35,893.423
Boli_vitr,1000,12.73,904.178
Boli_vitr,1000,13.11,686.001
Boli_vitr,1000,13.49,920.982
Boli_vitr,1000,13.87,941.753
Boli_vitr,1000,14.25,972.226
Boli_vitr,1000,14.63,1033.43
Boli_vitr,1000,15.01,1074.8
Boli_vitr,1000,15.39,1096.54
Boli_vitr,1000,15.77,1090.6
Boli_vitr,1000,16.15,1079.52
Boli_vitr,1000,16.53,1046.55
Boli_vitr,1000,16.91,997.958
Boli_vitr,1000,17.29,949.254
Boli_vitr,1000,17.67,705.019
Boli_vitr,1000,18.05,875.756
Boli_vitr,1000,18.43,849.917
Boli_vitr,1000,18.81,882.417
Boli_vitr,1000,19.19,877.784
Boli_vitr,1000,19.57,863.882
Boli_vitr,1000,19.95,493.459
Boli_vitr,1000,20.33,964.57
Boli_vitr,1000,20.71,982.939
Boli_vitr,1000,21.09,1052.37
Boli_vitr,1000,21.47,1093.55
Boli_vitr,1000,21.85,828.135
Boli_vitr,1000,22.23,1012.41
Boli_vitr,1000,22.61,1031.84
Boli_vitr,1000,22.99,1056.77
Boli_vitr,1000,23.37,990.537
Boli_vitr,1000,23.75,952.784
Boli_vitr,1000,24.13,993.166
Boli_vitr,1000,24.51,1043.68
Boli_vitr,1000,24.89,1003.87
Boli_vitr,1000,25.27,1010.14
Boli_vitr,1000,25.65,981.295
Boli_vitr,1000,26.03,972.644
Boli_vitr,1000,26.41,1019.15
Boli_vitr,1000,26.79,1036.92
Boli_vitr,1000,27.17,1035.93
Boli_vitr,1000,27.55,1015.76
Boli_vitr,1000,27.93,1008.9
Boli_vitr,1000,28.31,1016.08
Boli_vitr,1000,28.69,1023.58
Boli_vitr,1000,29.07,1028.41
Boli_vitr,1000,29.45,1021.13
Boli_vitr,1000,29.83,1023.65
Boli_vitr,1000,30.21,1034.85
Boli_vitr,1000,30.59,1023.22
Boli_vitr,1000,30.97,1015.61
Boli_vitr,1000,31.35,1016.02
Boli_vitr,1000,31.73,1025.31
Boli_vitr,1000,32.11,1019.09
Boli_vitr,1000,32.49,1017.38
Boli_vitr,1000,32.87,1028.41
Boli_vitr,1000,33.25,1012.27
Boli_vitr,1000,33.63,1007.93
Boli_vitr,1000,34.01,1015.7
Boli_vitr,1000,34.39,1011.37
Boli_vitr,1000,34.77,1019.1
Boli_vitr,1000,35.15,1008.08
Boli_vitr,1000,35.53,994.187
Boli_vitr,1000,35.91,1018.19
Boli_vitr,1000,36.29,1018.39
Boli_vitr,1000,36.67,1006.9
Boli_vitr,1000,37.05,1011.19
Boli_vitr,1000,37.43,1010.23
Boli_vitr,1000,37.81,1005.63
Lamp_crue,1,-37.81,0.633
Lamp_crue,1,-37.43,9.508
Lamp_crue,1,-37.05,10.577
Lamp_crue,1,-36.67,15.874
Lamp_crue,1,-36.29,7.957
Lamp_crue,1,-35.91,7.96
Lamp_crue,1,-35.53,3.998
Lamp_crue,1,-35.15,2.881
Lamp_crue,1,-34.77,13.638
Lamp_crue,1,-34.39,11.348
Lamp_crue,1,-34.01,13.754
Lamp_crue,1,-33.63,8.179
Lamp_crue,1,-33.25,12.867
Lamp_crue,1,-32.87,17.943
Lamp_crue,1,-32.49,15.519
Lamp_crue,1,-32.11,31.862
Lamp_crue,1,-31.73,29.513
Lamp_crue,1,-31.35,30.757
Lamp_crue,1,-30.97,29.994
Lamp_crue,1,-30.59,45.634
Lamp_crue,1,-30.21,45.97
Lamp_crue,1,-29.83,42.856
Lamp_crue,1,-29.45,58.9
Lamp_crue,1,-29.07,55.328
Lamp_crue,1,-28.69,62.399
Lamp_crue,1,-28.31,46.406
Lamp_crue,1,-27.93,52.204
Lamp_crue,1,-27.55,38.132
Lamp_crue,1,-27.17,11.205
Lamp_crue,1,-26.79,8.915
Lamp_crue,1,-26.41,-1.154
Lamp_crue,1,-26.03,-4.43
Lamp_crue,1,-25.65,-19.278
Lamp_crue,1,-25.27,-35.107
Lamp_crue,1,-24.89,-58.311
Lamp_crue,1,-24.51,-68.258
Lamp_crue,1,-24.13,-52.335
Lamp_crue,1,-23.75,-50.026
Lamp_crue,1,-23.37,-57.791
Lamp_crue,1,-22.99,-28.673
Lamp_crue,1,-22.61,-34.535
Lamp_crue,1,-22.23,-15.259
Lamp_crue,1,-21.85,37.488
Lamp_crue,1,-21.47,-11.112
Lamp_crue,1,-21.09,-44.736
Lamp_crue,1,-20.71,-42.954
Lamp_crue,1,-20.33,-99.642
Lamp_crue,1,-19.95,-176.083
Lamp_crue,1,-19.57,-211.622
Lamp_crue,1,-19.19,-224.85
Lamp_crue,1,-18.81,-232.55
Lamp_crue,1,-18.43,-240.625
Lamp_crue,1,-18.05,-252.993
Lamp_crue,1,-17.67,-237.333
Lamp_crue,1,-17.29,-228.5
Lamp_crue,1,-16.91,-209.734
Lamp_crue,1,-16.53,-168.964
Lamp_crue,1,-16.15,-118.469
Lamp_crue,1,-15.77,-62.058
Lamp_crue,1,-15.39,-35.363
Lamp_crue,1,-15.01,22.969
Lamp_crue,1,-14.63,47.945
Lamp_crue,1,-14.25,41.215
Lamp_crue,1,-13.87,65.114
Lamp_crue,1,-13.49,58.555
Lamp_crue,1,-13.11,45.043
Lamp_crue,1,-12.73,53.447
Lamp_crue,1,-12.35,60.937
Lamp_crue,1,-11.97,55.118
Lamp_crue,1,-11.59,50.376
Lamp_crue,1,-11.21,50.437
Lamp_crue,1,-10.83,69.423
Lamp_crue,1,-10.45,81.487
Lamp_crue,1,-10.07,90.351
Lamp_crue,1,-9.69,93.73
Lamp_crue,1,-9.31,94.016
Lamp_crue,1,-8.93,108.285
Lamp_crue,1,-8.55,98.009
Lamp_crue,1,-8.17,83.363
Lamp_crue,1,-7.79,75.913
Lamp_crue,1,-7.41,71.53
Lamp_crue,1,-7.03,62.68
Lamp_crue,1,-6.65,47.026
Lamp_crue,1,-6.27,27.385
Lamp_crue,1,-5.89,13.516
Lamp_crue,1,-5.51,2.914
Lamp_crue,1,-5.13,-12.66
Lamp_crue,1,-4.75,-2.082
Lamp_crue,1,-4.37,2.694
Lamp_crue,1,-3.99,-1.476
Lamp_crue,1,-3.61,17.955
Lamp_crue,1,-3.23,31.77
Lamp_crue,1,-2.85,47.837
Lamp_crue,1,-2.47,65.167
Lamp_crue,1,-2.09,72.552
Lamp_crue,1,-1.71,92.993
Lamp_crue,1,-1.33,119.668
Lamp_crue,1,-0.95,139.185
Lamp_crue,1,-0.57,149.16
Lamp_crue,1,-0.19,155.784
Lamp_crue,1,0.19,164.652
Lamp_crue,1,0.57,159.318
Lamp_crue,1,0.95,140.872
Lamp_crue,1,1.33,118.896
Lamp_crue,1,1.71,104.725
Lamp_crue,1,2.09,89.375
Lamp_crue,1,2.47,60.07
Lamp_crue,1,2.85,29.162
Lamp_crue,1,3.23,25.917
Lamp_crue,1,3.61,14.137
Lamp_crue,1,3.99,4.777
Lamp_crue,1,4.37,5.747
Lamp_crue,1,4.75,6.279
Lamp_crue,1,5.13,13.221
Lamp_crue,1,5.51,13.909
Lamp_crue,1,5.89,22.034
Lamp_crue,1,6.27,26.956
Lamp_crue,1,6.65,39.995
Lamp_crue,1,7.03,48.9
Lamp_crue,1,7.41,56.333
Lamp_crue,1,7.79,78.494
Lamp_crue,1,8.17,77.376
Lamp_crue,1,8.55,80.168
Lamp_crue,1,8.93,102.242
Lamp_crue,1,9.31,114.637
Lamp_crue,1,9.69,107.668
Lamp_crue,1,10.07,94.241
Lamp_crue,1,10.45,86.814
Lamp_crue,1,10.83,68.171
Lamp_crue,1,11.21,70.405
Lamp_crue,1,11.59,59.76
Lamp_crue,1,11.97,46.41
Lamp_crue,1,12.35,60.638
Lamp_crue,1,12.73,64.9
Lamp_crue,1,13.11,62.419
Lamp_crue,1,13.49,56.406
Lamp_crue,1,13.87,44.992
Lamp_crue,1,14.25,25.506
Lamp_crue,1,14.63,19.029
Lamp_crue,1,15.01,4.088
Lamp_crue,1,15.39,-9.525
Lamp_crue,1,15.77,-30.778
Lamp_crue,1,16.15,-93.733
Lamp_crue,1,16.53,-141.703
Lamp_crue,1,16.91,-189.478
Lamp_crue,1,17.29,-221.916
Lamp_crue,1,17.67,-241.726
Lamp_crue,1,18.05,-274.859
Lamp_crue,1,18.43,-298.419
Lamp_crue,1,18.81,-266.005
Lamp_crue,1,19.19,-234.638
Lamp_crue,1,19.57,-200.942
Lamp_crue,1,19.95,-132.623
Lamp_crue,1,20.33,-87.087
Lamp_crue,1,20.71,-48.173
Lamp_crue,1,21.09,-26.503
Lamp_crue,1,21.47,-14.607
Lamp_crue,1,21.85,-13.384
Lamp_crue,1,22.23,-43.373
Lamp_crue,1,22.61,-51.23
Lamp_crue,1,22.99,-4.039
Lamp_crue,1,23.37,15.859
Lamp_crue,1,23.75,-33.986
Lamp_crue,1,24.13,-66.821
Lamp_crue,1,24.51,-66.146
Lamp_crue,1,24.89,-51.407
Lamp_crue,1,25.27,-49.761
Lamp_crue,1,25.65,-32.615
Lamp_crue,1,26.03,-3.192
Lamp_crue,1,26.41,0.585
Lamp_crue,1,26.79,11.537
Lamp_crue,1,27.17,23.324
Lamp_crue,1,27.55,43.855
Lamp_crue,1,27.93,50.405
Lamp_crue,1,28.31,63.397
Lamp_crue,1,28.69,61.097
Lamp_crue,1,29.07,47.993
Lamp_crue,1,29.45,56.401
Lamp_crue,1,29.83,47.392
Lamp_crue,1,30.21,37.405
Lamp_crue,1,30.59,43.051
Lamp_crue,1,30.97,39.49
Lamp_crue,1,31.35,38.722
Lamp_crue,1,31.73,33.501
Lamp_crue,1,32.11,16.632
Lamp_crue,1,32.49,12.086
Lamp_crue,1,32.87,7.142
Lamp_crue,1,33.25,11.32
Lamp_crue,1,33.63,25.972
Lamp_crue,1,34.01,16.516
Lamp_crue,1,34.39,0.044
Lamp_crue,1,34.77,4.406
Lamp_crue,1,35.15,10.154
Lamp_crue,1,35.53,9.539
Lamp_crue,1,35.91,12.772
Lamp_crue,1,36.29,10.894
Lamp_crue,1,36.67,4.052
Lamp_crue,1,37.05,7.22
Lamp_crue,1,37.43,12.134
Lamp_crue,1,37.81,-0.516
Lamp_crue,1000,-37.81,1000.29
Lamp_crue,1000,-37.43,1011.37
Lamp_crue,1000,-37.05,1013.15
Lamp_crue,1000,-36.67,999.523
Lamp_crue,1000,-36.29,1006.5
Lamp_crue,1000,-35.91,1004.92
Lamp_crue,1000,-35.53,1008.69
Lamp_crue,1000,-35.15,1021.45
Lamp_crue,1000,-34.77,1009.16
Lamp_crue,1000,-34.39,1002.65
Lamp_crue,1000,-34.01,1011.09
Lamp_crue,1000,-33.63,1013.26
Lamp_crue,1000,-33.25,1003.97
Lamp_crue,1000,-32.87,1006.18
Lamp_crue,1000,-32.49,1013.03
Lamp_crue,1000,-32.11,988.567
Lamp_crue,1000,-31.73,999.852
Lamp_crue,1000,-31.35,1030.08
Lamp_crue,1000,-30.97,1035.37
Lamp_crue,1000,-30.59,1038.4
Lamp_crue,1000,-30.21,1045.3
Lamp_crue,1000,-29.83,1042.86
Lamp_crue,1000,-29.45,1035.17
Lamp_crue,1000,-29.07,1056.76
Lamp_crue,1000,-28.69,1065.56
Lamp_crue,1000,-28.31,1039.1
Lamp_crue,1000,-27.93,1033.05
Lamp_crue,1000,-27.55,1040.42
Lamp_crue,1000,-27.17,1033.31
Lamp_crue,1000,-26.79,1019.92
Lamp_crue,1000,-26.41,977.171
Lamp_crue,1000,-26.03,945.188
Lamp_crue,1000,-25.65,952.529
Lamp_crue,1000,-25.27,930.838
Lamp_crue,1000,-24.89,929.63
Lamp_crue,1000,-24.51,926.72
Lamp_crue,1000,-24.13,929.007
Lamp_crue,1000,-23.75,988.192
Lamp_crue,1000,-23.37,1013.17
Lamp_crue,1000,-22.99,999.812
Lamp_crue,1000,-22.61,1022.71
Lamp_crue,1000,-22.23,1037.07
Lamp_crue,1000,-21.85,1042.88
Lamp_crue,1000,-21.47,1078.78
Lamp_crue,1000,-21.09,1036.71
Lamp_crue,1000,-20.71,991.916
Lamp_crue,1000,-20.33,958.277
Lamp_crue,1000,-19.95,867.611
Lamp_crue,1000,-19.57,787.309
Lamp_crue,1000,-19.19,773.877
Lamp_crue,1000,-18.81,759.906
Lamp_crue,1000,-18.43,760.061
Lamp_crue,1000,-18.05,746.633
Lamp_crue,1000,-17.67,754.849
Lamp_crue,1000,-17.29,794.336
Lamp_crue,1000,-16.91,818.159
Lamp_crue,1000,-16.53,874.199
Lamp_crue,1000,-16.15,916.584
Lamp_crue,1000,-15.77,952.609
Lamp_crue,1000,-15.39,969.927
Lamp_crue,1000,-15.01,996.71
Lamp_crue,1000,-14.63,1007.35
Lamp_crue,1000,-14.25,1031.37
Lamp_crue,1000,-13.87,1036.14
Lamp_crue,1000,-13.49,1024.19
Lamp_crue,1000,-13.11,1035.82
Lamp_crue,1000,-12.73,1043.8
Lamp_crue,1000,-12.35,1046.6
Lamp_crue,1000,-11.97,1055.96
Lamp_crue,1000,-11.59,1064.68
Lamp_crue,1000,-11.21,1059.77
Lamp_crue,1000,-10.83,1073.98
Lamp_crue,1000,-10.45,1086.31
Lamp_crue,1000,-10.07,1088.24
Lamp_crue,1000,-9.69,1087.4
Lamp_crue,1000,-9.31,1079.86
Lamp_crue,1000,-8.93,1079.73
Lamp_crue,1000,-8.55,1085.18
Lamp_crue,1000,-8.17,1078.89
Lamp_crue,1000,-7.79,1057.93
Lamp_crue,1000,-7.41,1046.82
Lamp_crue,1000,-7.03,1040.17
Lamp_crue,1000,-6.65,1030.95
Lamp_crue,1000,-6.27,1019.12
Lamp_crue,1000,-5.89,1000.61
Lamp_crue,1000,-5.51,992.936
Lamp_crue,1000,-5.13,984.838
Lamp_crue,1000,-4.75,976.66
Lamp_crue,1000,-4.37,977.759
Lamp_crue,1000,-3.99,987.327
Lamp_crue,1000,-3.61,1001.91
Lamp_crue,1000,-3.23,1021.38
Lamp_crue,1000,-2.85,1030.6
Lamp_crue,1000,-2.47,1038.45
Lamp_crue,1000,-2.09,1053.08
Lamp_crue,1000,-1.71,1078.05
Lamp_crue,1000,-1.33,1105.85
Lamp_crue,1000,-0.95,1136.64
Lamp_crue,1000,-0.57,1155.16
Lamp_crue,1000,-0.19,1149.81
Lamp_crue,1000,0.19,1148.06
Lamp_crue,1000,0.57,1141.26
Lamp_crue,1000,0.95,1128.15
Lamp_crue,1000,1.33,1103.51
Lamp_crue,1000,1.71,1081.93
Lamp_crue,1000,2.09,1054.37
Lamp_crue,1000,2.47,1023.2
Lamp_crue,1000,2.85,1015.86
Lamp_crue,1000,3.23,1006.33
Lamp_crue,1000,3.61,999.615
Lamp_crue,1000,3.99,996.689
Lamp_crue,1000,4.37,986.491
Lamp_crue,1000,4.75,989.097
Lamp_crue,1000,5.13,977.139
Lamp_crue,1000,5.51,974.924
Lamp_crue,1000,5.89,1003.04
Lamp_crue,1000,6.27,1013.04
Lamp_crue,1000,6.65,1031.65
Lamp_crue,1000,7.03,1058.13
Lamp_crue,1000,7.41,1063.53
Lamp_crue,1000,7.79,1071.63
Lamp_crue,1000,8.17,1088.87
Lamp_crue,1000,8.55,1099.45
Lamp_crue,1000,8.93,1102.46
Lamp_crue,1000,9.31,1101.98
Lamp_crue,1000,9.69,1096.53
Lamp_crue,1000,10.07,1071.12
Lamp_crue,1000,10.45,1075.41
Lamp_crue,1000,10.83,1074.92
Lamp_crue,1000,11.21,1049.76
Lamp_crue,1000,11.59,1038.47
Lamp_crue,1000,11.97,1043.11
Lamp_crue,1000,12.35,1049
Lamp_crue,1000,12.73,1050.99
Lamp_crue,1000,13.11,1055.04
Lamp_crue,1000,13.49,1054.47
Lamp_crue,1000,13.87,1068.21
Lamp_crue,1000,14.25,1054.67
Lamp_crue,1000,14.63,1046.47
Lamp_crue,1000,15.01,1038.69
Lamp_crue,1000,15.39,1009.42
Lamp_crue,1000,15.77,951.879
Lamp_crue,1000,16.15,899.475
Lamp_crue,1000,16.53,874.581
Lamp_crue,1000,16.91,799.048
Lamp_crue,1000,17.29,754.911
Lamp_crue,1000,17.67,773
Lamp_crue,1000,18.05,760.919
Lamp_crue,1000,18.43,733.31
Lamp_crue,1000,18.81,736.336
Lamp_crue,1000,19.19,770.021
Lamp_crue,1000,19.57,821.725
Lamp_crue,1000,19.95,881.763
Lamp_crue,1000,20.33,931.043
Lamp_crue,1000,20.71,958.714
Lamp_crue,1000,21.09,969.557
Lamp_crue,1000,21.47,1019.86
Lamp_crue,1000,21.85,1053.29
Lamp_crue,1000,22.23,1041.88
Lamp_crue,1000,22.61,1038.15
Lamp_crue,1000,22.99,1011.28
Lamp_crue,1000,23.37,976.417
Lamp_crue,1000,23.75,992.181
Lamp_crue,1000,24.13,972.545
Lamp_crue,1000,24.51,914.571
Lamp_crue,1000,24.89,959.195
Lamp_crue,1000,25.27,976.697
Lamp_crue,1000,25.65,946.247
Lamp_crue,1000,26.03,947.586
Lamp_crue,1000,26.41,968.738
Lamp_crue,1000,26.79,1001.74
Lamp_crue,1000,27.17,1024.8
Lamp_crue,1000,27.55,1045.28
Lamp_crue,1000,27.93,1049.23
Lamp_crue,1000,28.31,1040.45
Lamp_crue,1000,28.69,1040.94
Lamp_crue,1000,29.07,1045.07
Lamp_crue,1000,29.45,1056.76
Lamp_crue,1000,29.83,1057.88
Lamp_crue,1000,30.21,1039.02
Lamp_crue,1000,30.59,1045.2
Lamp_crue,1000,30.97,1044.35
Lamp_crue,1000,31.35,1037.33
Lamp_crue,1000,31.73,1021.93
Lamp_crue,1000,32.11,1049.44
Lamp_crue,1000,32.49,1045.49
Lamp_crue,1000,32.87,1004.82
Lamp_crue,1000,33.25,1011.41
Lamp_crue,1000,33.63,1010.03
Lamp_crue,1000,34.01,1015.81
Lamp_crue,1000,34.39,1014.71
Lamp_crue,1000,34.77,1011.58
Lamp_crue,1000,35.15,1008.38
Lamp_crue,1000,35.53,1010.49
Lamp_crue,1000,35.91,1004.8
Lamp_crue,1000,36.29,1004.89
Lamp_crue,1000,36.67,1014.76
Lamp_crue,1000,37.05,1013.71
Lamp_crue,1000,37.43,1003.68
Lamp_crue,1000,37.81,1001.81